10 0.0154015830809
10 0.0145855974875
10 0.0158391189638
11 0.0133264306592
11 0.0145312039513
11 0.0156806406404
12 0.0135556332932
12 0.0151358017809
12 0.0153346600147
13 0.013818735461
13 0.0149102985653
13 0.0157867010524
14 0.0147338739096
14 0.0143625559289
14 0.0153468709511
15 0.0135634949315
15 0.0136247712552
15 0.0134192647445
16 0.0148907410897
16 0.0144002166543
16 0.0141369422166
17 0.0131586618056
17 0.0147658287559
17 0.0135317591485
18 0.0132423818438
18 0.0133797839858
18 0.0149106602372
19 0.0137691363241
19 0.0134833323103
19 0.0137162166849
20 0.0134818831227
20 0.0130867160658
20 0.0133717878619
21 0.0139613832135
21 0.0130102801451
21 0.013024347138
22 0.0138261033521
22 0.0135261752507
22 0.0131728498704
23 0.0132441868071
23 0.0137543423452
23 0.0130727288144
24 0.0136589800382
24 0.0136069731351
24 0.0138068443486
4 0.0247640981295
4 0.0250439100438
4 0.0250130964368
5 0.0235547215147
5 0.0201409347387
5 0.021216939176
6 0.0189123341177
6 0.016983932229
6 0.0200420121633
7 0.0149090902681
7 0.0174168212095
7 0.0175507492347
8 0.0157533066842
8 0.014947501059
8 0.0155665703206
9 0.0151641728523
9 0.0157629000326
9 0.0152668657241
