0 0 1.0
0 1 nan
0 2 nan

1 0 inf
1 1 0.531655012941
1 2 inf

2 0 inf
2 1 inf
2 2 0.209786878616

3 0 inf
3 1 0.0739829485265
3 2 inf

4 0 0.0406584652378
4 1 inf
4 2 inf

5 0 inf
5 1 0.0117515176852
5 2 inf

6 0 inf
6 1 inf
6 2 0.0229404922735

7 0 inf
7 1 0.0115491670801
7 2 inf

8 0 inf
8 1 1.02743418568
8 2 inf

9 0 inf
9 1 inf
9 2 0.797864035098

10 0 inf
10 1 0.0269615399229
10 2 inf

11 0 0.034989779401
11 1 inf
11 2 inf

12 0 inf
12 1 0.121656005127
12 2 inf

13 0 inf
13 1 inf
13 2 0.0451640243955

14 0 inf
14 1 0.0704812614849
14 2 inf

15 0 0.0400545587364
15 1 inf
15 2 inf

16 0 inf
16 1 0.0308205405746
16 2 inf

17 0 inf
17 1 inf
17 2 0.00308053094188

18 0 inf
18 1 0.010813757806
18 2 inf

19 0 0.00457650041162
19 1 inf
19 2 inf

20 0 inf
20 1 0.00321290966875
20 2 inf

21 0 inf
21 1 inf
21 2 1.98875138355e-05

22 0 inf
22 1 0.000766793391409
22 2 inf

23 0 0.000191553108799
23 1 inf
23 2 inf

24 0 inf
24 1 0.000115197657662
24 2 inf

25 0 inf
25 1 inf
25 2 4.33339361696e-05

26 0 inf
26 1 1.30172432671e-05
26 2 inf

27 0 2.56041198655e-05
27 1 inf
27 2 inf

28 0 inf
28 1 2.00454773405e-05
28 2 inf

29 0 inf
29 1 inf
29 2 6.50751403541e-06

30 0 inf
30 1 1.05288860295e-05
30 2 inf

31 0 5.91059904731e-06
31 1 inf
31 2 inf

